Mark,Name,Posttown,Last available year,Status,Legal form,Legal situation,Legal situation date,Date of incorporation,Date,Event,Turnover Last year th EUR Last avail. yr,P/L for the period aft. taxes th EUR Last avail. yr,P/L for the period aft. taxes th EUR Year - 1,P/L for the period aft. taxes th EUR Year - 2,P/L for the period aft. taxes th EUR Year - 3,P/L for the period aft. taxes th EUR Year - 5,P/L for the period aft. taxes th EUR Year - 4,Total assets th EUR Last avail. yr,Total assets th EUR Year - 1,Total assets th EUR Year - 2,Total assets th EUR Year - 3,Total assets th EUR Year - 5,Total assets th EUR Year - 4,Average number of employees Last avail. yr,Average number of employees Year - 1,Average number of employees Year - 2,Average number of employees Year - 3,Average number of employees Year - 5,Average number of employees Year - 4,Category of the company,Main activity
1266.0,BUY WAY TECH,BRUSSEL,2018.0,Inactive,public,Conclusion of liquidation,24/05/2019,27/04/2011,,,296.0,-352.0,-356.0,17.0,-7.0,-1.0,-2.0,701.0,2420.0,2224.0,1766.0,2236.0,1943.0,3.0,3.0,3.0,3.0,6.0,5.0,Small,
1267.0,HD CAR INTERNATIONAL,BRUXELLES,2018.0,Inactive,private,Conclusion of liquidation,29/04/2022,18/04/2017,,,296.0,4.0,-11.0,,,,,233.0,38.0,,,,,3.0,,,,,,Small,
1268.0,LCEV,BRUXELLES,2020.0,Provisional legal sit.,private,Bankruptcy,21/03/2022,26/04/2018,,,295.0,-276.0,-46.0,,,,,842.0,922.0,,,,,8.0,,,,,,Small,
1269.0,VENTEX,RIXENSART,2019.0,Inactive,private,Merger by absorption,30/12/2019,14/06/2010,30/12/2019,Absorbed Company,294.0,50.0,3.0,20.0,41.0,48.0,16.0,269.0,577.0,537.0,520.0,458.0,479.0,5.0,,4.0,4.0,3.0,4.0,Small,
1270.0,LUTECE,LIEGE,2020.0,Provisional legal sit.,private,Bankruptcy,28/02/2022,10/07/2003,,,293.0,-47.0,-44.0,-32.0,1.0,7.0,2.0,57.0,59.0,73.0,106.0,27.0,71.0,7.0,5.0,4.0,6.0,5.0,5.0,Small,
1271.0,UZMAN,BRUXELLES,2018.0,Provisional legal sit.,private,Bankruptcy,26/04/2021,13/10/2014,,,293.0,7.0,4.0,5.0,5.0,,,147.0,72.0,39.0,20.0,,,1.0,,,,,,Small,
1272.0,SOCAGEST,HAM-SUR-SAMBRE,2019.0,Inactive,public,Conclusion of liquidation,15/10/2020,30/11/1988,,,293.0,379.0,-938.0,-1276.0,-280.0,-16.0,-358.0,1029.0,773.0,2064.0,1832.0,2671.0,2140.0,,,,,18.0,,Small,
1273.0,CATERPILLAR SPECIAL SERVICES BELGIUM,BRAINE-L'ALLEUD,2019.0,Inactive,private,Merger by absorption,29/10/2019,20/12/2000,29/10/2019,Absorbed Company,292.0,-5.0,326.0,1847.0,1863.0,2113.0,70716.0,21252.0,21330.0,57900.0,96765.0,101939.0,103263.0,3.0,24.0,85.0,89.0,126.0,114.0,Large,wholesale
1274.0,PALACE FRIT',BINCHE,2018.0,Inactive,private,Conclusion of bankruptcy,19/07/2022,20/09/2007,,,291.0,80.0,-9.0,-8.0,-3.0,-23.0,1.0,71.0,80.0,57.0,66.0,99.0,80.0,2.0,2.0,1.0,2.0,,1.0,Small,
1275.0,AL PARMA,MECHELEN,2018.0,Provisional legal sit.,private,Bankruptcy,02/03/2020,28/03/1996,,,291.0,-47.0,0.0,10.0,1.0,-2.0,-32.0,33.0,52.0,24.0,28.0,20.0,11.0,4.0,,6.0,10.0,7.0,8.0,Small,
1276.0,POMPES FUNEBRES M CELERIER,BRUXELLES,2018.0,Provisional legal sit.,private,Bankruptcy,17/01/2022,15/12/1981,,,288.0,-4.0,-10.0,7.0,10.0,32.0,-2.0,282.0,319.0,303.0,263.0,215.0,246.0,,1.0,1.0,,,,Small,
1277.0,THOMALIS,OOSTENDE,2018.0,Inactive,private,Conclusion of bankruptcy,14/03/2022,08/07/2015,,,286.0,2.0,6.0,,,,,106.0,86.0,,,,,1.0,1.0,,,,,Small,
1278.0,CRE@IFF,BRUXELLES,2019.0,Inactive,private,Conclusion of bankruptcy,04/01/2022,17/06/2004,,,285.0,3.0,7.0,-1.0,-8.0,-29.0,11.0,30.0,29.0,26.0,28.0,36.0,25.0,2.0,2.0,2.0,4.0,3.0,3.0,Small,
1279.0,NS GROUP,ANTWERPEN,2018.0,Inactive,private,Conclusion of liquidation,22/12/2020,25/07/2016,,,285.0,4.0,10.0,,,,,99.0,60.0,,,,,1.0,,,,,,Small,
1280.0,ONEDOT,KONTICH,2021.0,Inactive,public,Merger by absorption,29/07/2022,10/01/2018,29/07/2022,Absorbed Company,285.0,62.0,18.0,260.0,,,,193.0,534.0,618.0,,,,1.0,2.0,1.0,,,,Small,
1281.0,ARROW CAPITAL SOLUTIONS,SINT-STEVENS-WOLUWE,2019.0,Inactive,private,Conclusion of liquidation,24/03/2020,24/05/2005,05/09/2008,Company absorbing an(other) company/ies,284.0,33.0,-2.0,2378.0,3088.0,643.0,-351.0,7841.0,8591.0,7603.0,10468.0,25162.0,23925.0,,,,20.0,27.0,21.0,Medium sized,services
1282.0,EDES PROJECTS,ANTWERPEN,2018.0,Inactive,private,Conclusion of bankruptcy,01/02/2022,07/05/2007,,,282.0,38.0,13.0,58.0,-92.0,-35.0,-40.0,43.0,79.0,70.0,82.0,124.0,72.0,,4.0,5.0,5.0,6.0,5.0,Small,
1283.0,KHAN BIZ,ANTWERPEN,2019.0,Provisional legal sit.,private,Bankruptcy,17/02/2022,13/12/2013,,,282.0,-1.0,13.0,-2.0,-1.0,0.0,1.0,40.0,39.0,27.0,17.0,13.0,14.0,,,1.0,,,,Small,
1284.0,CONSTRUCTION ET TRANSFORMATION EN BOIS & MONTAGE HALL,MARCHE-EN-FAMENNE,2019.0,Inactive,public,Merger by absorption,14/01/2020,20/07/2005,14/01/2020,Absorbed Company,281.0,31.0,41.0,100.0,18.0,6.0,48.0,435.0,410.0,410.0,437.0,452.0,361.0,1.0,1.0,2.0,5.0,9.0,6.0,Small,
1285.0,MENUISERIE DELPORTE,BOVESSE,2020.0,Inactive,private,Conclusion of liquidation,30/03/2022,30/01/2006,,,281.0,-75.0,-3.0,-44.0,57.0,11.0,54.0,70.0,101.0,102.0,145.0,178.0,187.0,4.0,4.0,3.0,4.0,4.0,4.0,Small,
1286.0,LE SAINT-HADELIN,CELLES (NAM.),2020.0,Provisional legal sit.,private,Bankruptcy,02/06/2022,01/03/2007,,,281.0,2.0,15.0,-14.0,12.0,9.0,-48.0,167.0,190.0,225.0,261.0,115.0,285.0,5.0,6.0,6.0,6.0,3.0,4.0,Small,
1287.0,BATI HOME PROJECT,SAINT-PIERRE,2019.0,Provisional legal sit.,private,Bankruptcy,30/09/2022,13/10/2017,,,280.0,2.0,10.0,,,,,85.0,51.0,,,,,3.0,3.0,,,,,Small,
1288.0,TELELINQ,WOMMELGEM,2018.0,Inactive,public,Merger by absorption,04/07/2019,29/05/1998,04/07/2019,Absorbed Company,280.0,6.0,-114.0,1004.0,205.0,424.0,-1823.0,18547.0,18664.0,20395.0,20281.0,22525.0,20334.0,,,,,30.0,28.0,Medium sized,services
1289.0,E & Z TRANS,BRUSSEL,2019.0,Inactive,private,Conclusion of liquidation,17/05/2022,13/11/2014,,,280.0,-9.0,2.0,0.0,2.0,,,35.0,37.0,30.0,36.0,,,,,,1.0,,,Small,
1290.0,PNEUS L.D.,JEMEPPE-SUR-SAMBRE,2020.0,Provisional legal sit.,private,Bankruptcy,02/09/2021,05/10/2015,,,280.0,-31.0,-3.0,2.0,12.0,,8.0,96.0,162.0,108.0,98.0,,81.0,,,1.0,,,,Small,
1291.0,RESIDENCE DE LA PAIX,BRUXELLES,2019.0,Inactive,public,Merger by absorption,19/12/2019,29/05/1989,19/12/2019,Absorbed Company,279.0,14.0,-88.0,19.0,1041.0,91.0,266.0,7500.0,7828.0,8549.0,8736.0,7604.0,7438.0,,,,39.0,38.0,47.0,Medium sized,
1292.0,ASSIST,DEURNE,2019.0,Inactive,public,Conclusion of liquidation,31/03/2020,01/01/2010,,,278.0,-108.0,-257.0,-222.0,-212.0,-233.0,-215.0,145.0,132.0,156.0,76.0,213.0,32.0,1.0,1.0,1.0,1.0,3.0,1.0,Small,
1293.0,BELATROPA,RHODE-SAINT-GENESE,2019.0,Inactive,private,Conclusion of bankruptcy,25/10/2022,02/01/2013,,,276.0,25.0,30.0,-5.0,-12.0,-22.0,-33.0,54.0,63.0,66.0,71.0,93.0,70.0,,,,,1.0,1.0,Small,
1294.0,DML AUTOMOBILE,ORBAIS,2019.0,Provisional legal sit.,private,Bankruptcy,28/07/2020,27/06/2013,,,276.0,-41.0,9.0,8.0,-6.0,-37.0,-41.0,91.0,94.0,111.0,81.0,20.0,24.0,,,,,1.0,1.0,Small,
1295.0,DE HARI'S DIAMOND,BRUXELLES,2018.0,Inactive,private,Conclusion of bankruptcy,02/06/2020,15/03/2013,,,275.0,-404.0,19.0,13.0,-2.0,-14.0,-26.0,46.0,525.0,486.0,136.0,59.0,92.0,1.0,,,,,,Small,
1296.0,TOURISMUSAGENTUR OSTBELGIEN - AGENCE DU TOURISME DE L'EST DE LA,SANKT VITH,2018.0,Provisional legal sit.,other,Legal dissolution by expiry,30/09/2019,04/01/1988,12/07/2019,Transfer project,275.0,12.0,37.0,24.0,-61.0,48.0,144.0,1178.0,1138.0,694.0,582.0,590.0,615.0,10.0,10.0,12.0,11.0,11.0,11.0,Small,
1297.0,CONSTRUCTIONS SAV,LIMAL,2019.0,Provisional legal sit.,private,Bankruptcy,25/10/2021,24/01/2012,,,271.0,-33.0,-5.0,8.0,19.0,-16.0,-21.0,369.0,419.0,278.0,227.0,184.0,145.0,2.0,2.0,2.0,1.0,,,Small,
1298.0,BUILDING NESTY PAUL,BRUSSEL,2020.0,Provisional legal sit.,private,Bankruptcy,22/11/2022,04/03/2019,,,268.0,13.0,-7.0,,,,,53.0,11.0,,,,,1.0,1.0,,,,,Small,
1299.0,G&M GROUP,CHARLEROI,2018.0,Provisional legal sit.,private,Bankruptcy,05/04/2022,10/10/2011,,,268.0,17.0,-54.0,-73.0,3.0,-44.0,2.0,47.0,22.0,63.0,47.0,39.0,45.0,3.0,11.0,,,,,Small,
1300.0,SLAVNEFT BELGIUM,BRUSSEL,2019.0,Inactive,public,Conclusion of liquidation,16/11/2020,29/07/1997,,,267.0,-301.0,-720.0,-303.0,53.0,1.0,284.0,302.0,6814.0,18962.0,21880.0,15139.0,20878.0,2.0,3.0,3.0,3.0,3.0,3.0,Small,wholesale
1301.0,CARROSSERIE PATTEET,SCHELLE,2018.0,Inactive,private,Merger by absorption,07/01/2020,23/03/2006,07/01/2020,Absorbed Company,267.0,15.0,30.0,37.0,4.0,-6.0,5.0,245.0,215.0,187.0,142.0,145.0,144.0,2.0,1.0,2.0,2.0,1.0,2.0,Small,
1302.0,SAM-BATI,EREMBODEGEM,2021.0,Provisional legal sit.,private,Bankruptcy,14/11/2022,28/04/2021,,,266.0,6.0,,,,,,104.0,,,,,,1.0,,,,,,Small,
1303.0,G.M.R.M.,BRUXELLES,2020.0,Provisional legal sit.,private,Bankruptcy,02/11/2021,02/08/2016,,,264.0,1.0,68.0,3.0,12.0,,,329.0,311.0,193.0,91.0,,,1.0,1.0,1.0,1.0,,,Small,
1304.0,GROEP EXXON,ZELE,2020.0,Provisional legal sit.,private,Bankruptcy,19/09/2022,13/11/2018,,,264.0,48.0,43.0,,,,,264.0,74.0,,,,,5.0,1.0,,,,,Small,
1305.0,BRASSERIE FLORES,ROESELARE,2021.0,Provisional legal sit.,private,Bankruptcy,03/08/2022,26/06/2015,,,264.0,3.0,-17.0,11.0,14.0,-74.0,49.0,177.0,198.0,146.0,153.0,113.0,137.0,3.0,3.0,3.0,4.0,8.0,7.0,Small,
1306.0,BROCADE LIBRARY SERVICES,PAAL,2018.0,Inactive,public,Conclusion of liquidation,13/12/2019,28/05/2013,,,263.0,-32.0,-511.0,141.0,17.0,,-127.0,532.0,1106.0,2314.0,2176.0,,1990.0,,7.0,8.0,9.0,,6.0,Small,
1307.0,SPAGTOP,BRUXELLES,2020.0,Provisional legal sit.,private,Bankruptcy,21/11/2022,08/05/1995,,,263.0,-195.0,-61.0,-31.0,0.0,-61.0,-35.0,29.0,190.0,205.0,208.0,309.0,214.0,8.0,8.0,7.0,8.0,8.0,7.0,Small,
1308.0,BUGES INTER,BRUXELLES,2019.0,Inactive,private,Conclusion of liquidation,03/04/2020,06/11/1986,,,261.0,60.0,60.0,52.0,48.0,40.0,52.0,283.0,330.0,260.0,206.0,117.0,158.0,2.0,2.0,2.0,2.0,2.0,2.0,Small,
1309.0,A.M. SECURITY,VILLERS-AUX-TOURS,2019.0,Inactive,private,Conclusion of bankruptcy,22/03/2022,19/01/2011,,,260.0,0.0,9.0,17.0,17.0,18.0,17.0,130.0,205.0,125.0,142.0,169.0,144.0,1.0,1.0,1.0,1.0,1.0,1.0,Small,
1310.0,GOVAKA,BRUSSEL,2020.0,Provisional legal sit.,private,Liquidation,03/02/2021,22/12/1993,,,260.0,-557.0,-49.0,37.0,12.0,65.0,68.0,1059.0,2190.0,806.0,817.0,846.0,809.0,4.0,4.0,5.0,4.0,5.0,5.0,Small,
1311.0,MK BUILDING,BEVERLO,2019.0,Inactive,private,Conclusion of bankruptcy,25/10/2022,09/04/2010,,,259.0,-1.0,0.0,-24.0,1.0,4.0,11.0,114.0,97.0,121.0,133.0,128.0,156.0,,,,1.0,,,Small,
1312.0,GOUDADVIES,ANTWERPEN,2018.0,Provisional legal sit.,private,Bankruptcy,04/03/2021,12/11/2013,,,259.0,11.0,3.0,-2.0,-2.0,,-3.0,65.0,15.0,7.0,9.0,,3.0,1.0,,,,,,Small,
1313.0,PIZZERIA SALVA,BRUXELLES,2019.0,Provisional legal sit.,private,Bankruptcy,15/11/2021,27/06/2017,,,258.0,-28.0,-112.0,,,,,9.0,12.0,,,,,2.0,4.0,,,,,Small,
1314.0,BERNINA SERVICE BELGIUM,HASSELT,2020.0,Inactive,private,Conclusion of liquidation,20/05/2022,03/10/2019,,,256.0,6.0,,,,,,16.0,,,,,,2.0,,,,,,Small,
1315.0,HSS SERVICES,BRUXELLES,2020.0,Provisional legal sit.,private,Bankruptcy,07/07/2022,31/10/2018,,,255.0,87.0,-21.0,,,,,214.0,37.0,,,,,1.0,,,,,,Small,
1316.0,GAYUS,OISQUERCQ,2019.0,Provisional legal sit.,private,Bankruptcy,15/11/2021,03/06/2008,,,255.0,-28.0,13.0,12.0,10.0,-1.0,10.0,70.0,73.0,75.0,69.0,145.0,72.0,3.0,2.0,2.0,2.0,3.0,3.0,Small,
1317.0,KMDE,MARCHIENNE-AU-PONT,2020.0,Provisional legal sit.,private,Bankruptcy,02/05/2022,25/01/2017,,,254.0,-13.0,19.0,0.0,-16.0,,,55.0,58.0,30.0,2.0,,,4.0,,3.0,1.0,,,Small,
1318.0,WHITEWOOD RESIDENTIAL SERVICES,ANTWERPEN,2020.0,Inactive,private,Merger by absorption,30/06/2021,14/02/2014,30/06/2021,Absorbed Company,254.0,4.0,6.0,27.0,14.0,3.0,-21.0,130.0,79.0,154.0,99.0,103.0,81.0,1.0,,1.0,1.0,1.0,2.0,Small,
1319.0,CELIKOZ TELECOM NETWORK,WILRIJK,2020.0,Provisional legal sit.,private,Bankruptcy,03/03/2022,08/07/2019,,,252.0,53.0,,,,,,156.0,,,,,,1.0,,,,,,Small,
1320.0,LES SALAISONS DU LOTHIER,GENAPPE,2018.0,Inactive,private,Conclusion of liquidation,30/12/2019,19/06/1998,,,252.0,24.0,3.0,7.0,-4.0,17.0,16.0,116.0,69.0,77.0,85.0,106.0,99.0,,1.0,,1.0,,,Small,
1321.0,THERMAECENTRUM PHOENIX - LANDEN,WALSHOUTEM,2018.0,Inactive,private,Conclusion of bankruptcy,18/11/2021,22/01/1999,,,251.0,-18.0,-9.0,3.0,24.0,2.0,20.0,259.0,279.0,291.0,306.0,350.0,326.0,2.0,1.0,,,,,Small,
1322.0,GOEMINNE,NEUVILLE-EN-CONDROZ,2019.0,Inactive,private,Conclusion of liquidation,11/03/2021,06/10/1998,,,249.0,82.0,32.0,30.0,38.0,68.0,32.0,405.0,460.0,429.0,461.0,506.0,479.0,,,,,1.0,,Small,
1323.0,ELECTRO NELISSEN,HASSELT,2018.0,Inactive,private,Merger by absorption,10/07/2019,27/12/1989,10/07/2019,Absorbed Company,248.0,-143.0,-5.0,-72.0,36.0,27.0,-124.0,151.0,369.0,582.0,497.0,642.0,550.0,2.0,3.0,4.0,5.0,6.0,6.0,Small,
1324.0,MICHEL MAX BENDENOUN - TRADART,BRUXELLES,2018.0,Provisional legal sit.,public,Bankruptcy,14/04/2022,08/08/2002,,,248.0,-7.0,-182.0,5.0,7.0,28.0,17.0,3494.0,3507.0,4132.0,3494.0,2474.0,4248.0,,1.0,1.0,,2.0,2.0,Medium sized,
1325.0,LA GUINGUETTE EN VILLE,BRUXELLES,2021.0,Provisional legal sit.,private,Bankruptcy,07/11/2022,20/12/2013,,,247.0,-17.0,-31.0,19.0,9.0,12.0,5.0,30.0,15.0,23.0,41.0,49.0,48.0,4.0,4.0,4.0,3.0,3.0,3.0,Small,
1326.0,GERVARD,ZAVENTEM,2018.0,Provisional legal sit.,private,Bankruptcy,04/01/2022,29/07/2015,,,246.0,-22.0,1.0,2.0,,,,32.0,52.0,49.0,,,,2.0,2.0,2.0,,,,Small,
1327.0,CONSTRUCTION HUART,ROUX,2019.0,Provisional legal sit.,private,Bankruptcy,20/07/2021,03/03/2017,,,244.0,18.0,-1.0,4.0,,,,52.0,39.0,17.0,,,,3.0,4.0,4.0,,,,Small,
1328.0,PROWELD,WARQUIGNIES,2020.0,Provisional legal sit.,private,Bankruptcy,28/02/2022,05/08/2014,,,243.0,-17.0,54.0,-56.0,48.0,71.0,20.0,140.0,130.0,119.0,193.0,116.0,93.0,6.0,7.0,5.0,7.0,2.0,6.0,Small,
1329.0,GROUPE BOROKO INTERNATIONAL,BRUXELLES,2018.0,Inactive,private,Conclusion of bankruptcy,27/01/2020,22/02/2016,,,243.0,-112.0,4.0,-29.0,,,,1.0,25.0,2.0,,,,,1.0,,,,,Small,
1330.0,HELIN,GOSSELIES,2018.0,Provisional legal sit.,private,Bankruptcy,29/03/2021,19/06/2017,,,242.0,48.0,-4.0,,,,,129.0,42.0,,,,,6.0,,,,,,Small,
1331.0,BRANDIMAGE - DESGRIPPES & LAGA,DEURNE,2020.0,Inactive,public,Merger by absorption,22/08/2022,08/03/1993,22/08/2022,Absorbed Company,242.0,-78.0,63.0,201.0,-112.0,-62.0,79.0,705.0,1673.0,1735.0,1092.0,610.0,846.0,2.0,2.0,2.0,4.0,4.0,4.0,Small,
1332.0,K.C.CAFE,LEUVEN,2019.0,Inactive,private,Conclusion of bankruptcy,16/12/2021,02/11/2006,,,242.0,4.0,5.0,12.0,-3.0,3.0,-25.0,110.0,107.0,120.0,108.0,122.0,67.0,,,,2.0,2.0,2.0,Small,
1333.0,KOXAL TELECOM,LEUVEN,2018.0,Inactive,private,Conclusion of bankruptcy,18/03/2021,30/10/2013,,,242.0,-12.0,-2.0,-21.0,14.0,,-5.0,114.0,113.0,106.0,70.0,,37.0,1.0,,,,,1.0,Small,
1334.0,NARDOZI SRL,TIGNEE,2020.0,Provisional legal sit.,private,Bankruptcy,09/05/2022,28/11/2019,,,241.0,-27.0,,,,,,40.0,,,,,,1.0,,,,,,Small,
1335.0,DE REUS CONSULTANCY,DEURNE,2019.0,Inactive,public,Conclusion of liquidation,21/09/2020,23/07/2001,,,240.0,-214.0,-47.0,-12.0,38.0,24.0,31.0,136.0,2026.0,1959.0,1857.0,1806.0,1742.0,,1.0,1.0,1.0,1.0,1.0,Small,
1336.0,SYNERGIE CONCEPT +,BRUSSEL,2019.0,Provisional legal sit.,private,Bankruptcy,02/06/2020,01/10/1992,,,239.0,-14.0,-54.0,-85.0,76.0,-23.0,57.0,65.0,109.0,136.0,197.0,195.0,180.0,1.0,3.0,2.0,3.0,6.0,4.0,Small,
1337.0,LINGERIE CELYNE,LIEGE,2018.0,Inactive,private,Conclusion of bankruptcy,28/06/2022,10/01/1991,,,236.0,11.0,3.0,11.0,1.0,-7.0,1.0,126.0,131.0,140.0,160.0,221.0,200.0,,1.0,1.0,1.0,1.0,1.0,Small,
1338.0,ADIUVARE MANUS,DEURNE,2021.0,Inactive,cooperative,Conclusion of liquidation,07/06/2022,28/10/2014,,,236.0,1.0,0.0,-1.0,0.0,-1.0,3.0,71.0,66.0,74.0,55.0,58.0,62.0,4.0,6.0,6.0,5.0,6.0,6.0,Small,
1339.0,AU BON ACCUEIL,VAUX-SOUS-CHEVREMONT,2018.0,Provisional legal sit.,private,Bankruptcy,07/10/2019,21/12/1994,,,235.0,3.0,-32.0,45.0,10.0,5.0,9.0,70.0,92.0,126.0,66.0,48.0,56.0,,,,1.0,1.0,1.0,Small,
1340.0,MARCEL JEROME ET FILS,SART-LEZ-SPA,2018.0,Inactive,private,Conclusion of liquidation,23/12/2019,26/02/1976,,,235.0,-21.0,9.0,7.0,11.0,-22.0,11.0,197.0,174.0,208.0,203.0,199.0,184.0,1.0,2.0,2.0,2.0,3.0,3.0,Small,
1341.0,TWO-WIL BVBA,ANTWERPEN,2018.0,Inactive,private,Conclusion of bankruptcy,10/11/2020,08/05/2018,,,235.0,8.0,,,,,,119.0,,,,,,4.0,,,,,,Small,
1342.0,ULTRA GROUPS,BRUXELLES,2021.0,Provisional legal sit.,private,Bankruptcy,02/06/2022,07/08/2018,,,234.0,-89.0,9.0,21.0,,,,410.0,449.0,409.0,,,,10.0,10.0,7.0,,,,Small,
1343.0,MV TRANS,SINT-NIKLAAS,2019.0,Provisional legal sit.,private,Bankruptcy,25/10/2021,08/06/2017,,,232.0,-47.0,10.0,,,,,27.0,206.0,,,,,1.0,2.0,,,,,Small,
1344.0,LEBOUF,VAULX,2018.0,Provisional legal sit.,private,Bankruptcy,24/03/2020,10/12/2013,,,231.0,13.0,9.0,27.0,17.0,,-6.0,89.0,104.0,83.0,73.0,,58.0,1.0,2.0,2.0,,,,Small,
1345.0,FIETSATELIER,MECHELEN,2018.0,Inactive,nonprofit,Merger by absorption,24/06/2019,29/10/2007,24/06/2019,Disposal of business segment,230.0,-44.0,89.0,61.0,43.0,17.0,21.0,437.0,404.0,286.0,237.0,158.0,175.0,5.0,4.0,4.0,4.0,3.0,3.0,Small,
1346.0,PGC BOSDEL 66,HASSELT,2020.0,Inactive,private,Merger by absorption,28/07/2022,09/10/2009,28/07/2022,Absorbed Company,230.0,-58.0,132.0,-16.0,-142.0,17.0,3.0,964.0,1127.0,1296.0,1365.0,1313.0,1362.0,8.0,8.0,7.0,8.0,4.0,7.0,Small,
1347.0,"EINDELIJK PROJECTEN NAH, PROJECTEN TEN BEHOEVE VAN PERSONEN MET EEN",BUGGENHOUT,2021.0,Inactive,nonprofit,Merger by absorption,31/03/2022,04/04/2000,31/03/2022,Absorbed Company,229.0,180.0,108.0,81.0,105.0,122.0,173.0,1923.0,1658.0,1601.0,1801.0,1512.0,1702.0,30.0,27.0,18.0,16.0,12.0,13.0,Medium sized,
1348.0,DELTA TOITURES,CHATELET,2020.0,Provisional legal sit.,private,Judicial winding up,04/04/2022,10/07/2003,,,228.0,-8.0,-39.0,-5.0,12.0,9.0,12.0,278.0,294.0,287.0,330.0,324.0,329.0,,,1.0,1.0,1.0,1.0,Small,
1349.0,KORDIAL,BRUXELLES,2018.0,Inactive,private,Conclusion of bankruptcy,14/12/2021,16/04/2015,,,227.0,2.0,10.0,-1.0,0.0,,,70.0,83.0,76.0,25.0,,,,,,1.0,,,Small,
1350.0,LA BRUSCHETTA,BRAINE-L'ALLEUD,2019.0,Inactive,private,Conclusion of liquidation,17/07/2020,21/03/2001,,,227.0,38.0,9.0,10.0,11.0,2.0,1.0,112.0,93.0,96.0,98.0,97.0,89.0,2.0,1.0,1.0,1.0,2.0,2.0,Small,
1351.0,BIENVENUE CHEZ FSD,NAMUR,2018.0,Provisional legal sit.,private,Bankruptcy,26/03/2020,04/04/2014,,,226.0,-36.0,11.0,4.0,14.0,,2.0,45.0,103.0,136.0,52.0,,28.0,,,,1.0,,,Small,
1352.0,OLD-CARS,MARCINELLE,2018.0,Provisional legal sit.,private,Bankruptcy,17/05/2021,14/07/2010,,,226.0,-20.0,-9.0,-13.0,-3.0,-1.0,-14.0,76.0,,68.0,97.0,112.0,94.0,1.0,,,,,,Small,
1353.0,OLZ,OOSTENDE,2018.0,Inactive,private,Conclusion of bankruptcy,10/10/2022,11/05/2011,,,226.0,-2.0,-12.0,9.0,2.0,10.0,1.0,81.0,91.0,85.0,35.0,42.0,41.0,3.0,,,,,,Small,
1354.0,BOUWMARKT WEIJNS,STABROEK,2019.0,Provisional legal sit.,private,Bankruptcy,26/08/2021,29/12/1987,,,225.0,-167.0,-65.0,-56.0,2.0,8.0,0.0,96.0,170.0,207.0,237.0,247.0,234.0,2.0,,2.0,2.0,2.0,2.0,Small,
1355.0,VINCENT CHAN,LA LOUVIERE,2018.0,Inactive,private,Conclusion of liquidation,11/03/2020,25/09/2014,,,224.0,-14.0,-26.0,20.0,59.0,,,70.0,92.0,123.0,124.0,,,1.0,1.0,1.0,2.0,,,Small,
1356.0,BELREST,BRUXELLES,2020.0,Inactive,public,Conclusion of liquidation,30/03/2021,14/10/2013,,,223.0,-702.0,-192.0,-162.0,-29.0,-56.0,-78.0,35.0,596.0,698.0,856.0,1033.0,996.0,5.0,9.0,11.0,10.0,10.0,8.0,Small,
1357.0,NOVACARE,DEURNE,2018.0,Inactive,private,Conclusion of liquidation,18/12/2019,10/09/2007,,,222.0,-249.0,-59.0,10.0,-19.0,12.0,33.0,37.0,74.0,92.0,117.0,95.0,176.0,3.0,2.0,2.0,2.0,2.0,2.0,Small,
1358.0,VOLTA ENERGYCARE,GENK,2018.0,Inactive,public,Conclusion of liquidation,28/10/2019,20/12/2012,,,222.0,-158.0,-54.0,-60.0,-68.0,-183.0,-121.0,157.0,163.0,193.0,134.0,247.0,188.0,,,,,1.0,,Small,
1359.0,BRUSSELSE VOEGWERKEN,BRUSSEL,2020.0,Provisional legal sit.,private,Bankruptcy,22/02/2022,20/09/2017,,,222.0,3.0,5.0,6.0,,,,73.0,59.0,42.0,,,,,,1.0,,,,Small,
1360.0,DE BERGERIE SECUNDO,SCHILDE,2019.0,Provisional legal sit.,private,Bankruptcy,02/09/2021,26/09/2003,,,222.0,99.0,-32.0,-29.0,-25.0,-3.0,-32.0,88.0,96.0,117.0,155.0,147.0,177.0,1.0,3.0,4.0,3.0,3.0,3.0,Small,
1361.0,AKAY WOONBEHEER,HOBOKEN,2018.0,Provisional legal sit.,public,Bankruptcy,16/09/2021,09/10/1991,,,221.0,6.0,5.0,5.0,4.0,6.0,8.0,320.0,376.0,256.0,249.0,229.0,216.0,,1.0,,,,,Small,
1362.0,M.M,BRUXELLES,2020.0,Provisional legal sit.,private,Bankruptcy,22/07/2022,19/03/2014,,,220.0,5.0,3.0,14.0,-17.0,23.0,5.0,282.0,260.0,359.0,179.0,52.0,82.0,,5.0,,,,2.0,Small,
1363.0,NVD,ANTWERPEN,2018.0,Provisional legal sit.,private,Bankruptcy,10/11/2022,31/12/2004,,,219.0,-30.0,3.0,4.0,8.0,21.0,-4.0,58.0,108.0,111.0,116.0,128.0,151.0,,,,1.0,1.0,1.0,Small,
1364.0,WAIKIKI BEACH,BRUXELLES,2019.0,Inactive,private,Conclusion of bankruptcy,01/02/2022,19/03/2009,,,218.0,-16.0,-6.0,1.0,6.0,1.0,1.0,98.0,132.0,178.0,200.0,242.0,214.0,1.0,2.0,2.0,2.0,2.0,2.0,Small,
